work_location,company,job_title,skills,id
"Lille, Hauts-de-France, France",Jointure · Internship,php5 web developer,"html, css, javascript, php5",263
Tunisia,Inetum · Full-time,consultant in human resources information systems,"linux, windows server, virtualization, network administration, backup and recovery",264
Greater Paris Metropolitan Region,Inetum · Full-time,developer full stack java angular,"angular, java, mysql, restful apis",265
Tunisia,Inetum · Apprenticeship,consultant microsoft dynamics 365 ce power platform,microsoft dynamics 365 power platform,267
Tunisia,HLi Tunisie · Apprenticeship,consultant technique crm,"search engine optimization seo, social media management, email marketing, content creation, analytics and reporting",268
Tunisia,Vneuron · Apprenticeship,consultant,"client management, project management, needs analysis, strategic planning, technical writing",269
"Ben Arous, Tunisia",Inetum · Full-time,senior project manager dynamics 365 crm,"product development, product strategy, market analysis, user research, roadmapping",270
"Ben Arous, Tunisia",Orange Tunisie · Full-time,senior project manager,"product development, product strategy, market analysis, user research, roadmapping",271
"Ben Arous, Tunisia",appid · Full-time,web department manager,"team management, content management systems cms, responsive design",272
"Ariana, Tunisia",Inetum,full stack js developer,"javascript, python, java, mysql, restful apis",273
Tunisia,POLY-TECH SFAX · Full-time,cloud internship,"aws, azure, google cloud platform, cloud computing, devops, cloud computing architecture, cloud security, cloud migration, cloud infrastructure, cloud governance",277
"Ben Arous, Ben Arous, Tunisia",Inetum · Full-time,microsoft dynamics 365 crm and power platform technical consultant,"search engine optimization seo, social media management, email marketing, content creation, analytics and reporting",278
"Ben Arous, Ben Arous, Tunisia",AIVENTU · Full-time,microsoft dynamics erp technical consultant,"erp, agile methodology, software design patterns",279
"Ben Arous, Ben Arous, Tunisia",Actulog · Internship,development trainee,"java, python, c++, agile methodology, software design patterns",280
"Ben Arous, Ben Arous, Tunisia",ILANEO · Internship,web development trainee,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",281
"Nanterre, Île-de-France, France",Inetum · Permanent,talend consultant,"talend, data warehousing, etl, business intelligence",282
"Paris, Île-de-France, France",Inetum · Full-time,full stack java developer,"java, mysql, restful apis",283
"Paris, Île-de-France, France",Billcom Consulting · Full-time,full stack java developer,"javascript, php, mysql, restful apis",284
"Paris, Île-de-France, France",Com-and-Dev · Internship,full stack java developer,"java, mysql, restful apis",285
"Paris, Île-de-France, France",Artech Service · Internship,web developer,"html, css, javascript, react, node.js",286
"Clamart, Île-de-France, France",Inetum · Permanent,sirh consultant,"tableau, power bi, data warehousing, etl, business intelligence",287
"Clamart, Île-de-France, France",WORLDATA TEAM · Permanent,consultant in human resources information systems,"linux, windows server, virtualization, network administration, backup and recovery",288
Tunisia,Inetum · Internship,stage bi data analytics,"sql, excel, data analysis, data visualization, business intelligence bi, python, data warehousing, etl extract, transform, load, data modeling, data cleansing, data mining",289
Tunisia,Ooredoo Tunisie · Internship,web development trainee,"javascript, react, node.js",290
"Paris, Île-de-France, France",Inetum · Full-time,microsoft dynamics 365 consultant,"java, python, c++, agile methodology, software design patterns",292
"Paris, Île-de-France, France",Binit Nearshore Services · Full-time,microsoft dynamics 365 consultant,"java, python, c++, agile methodology, software design patterns",293
"Paris, Île-de-France, France",HLi Tunisie · Full-time,microsoft dynamics 365 consultant,"java, python, c++, agile methodology, software design patterns",294
"Paris, Île-de-France, France",FinlogiK Inc. · Full-time,security developer,"cybersecurity frameworks, threat intelligence, incident response, security operations center soc, siem",295
"Paris, Île-de-France, France",Orange · Internship,full stack developer,"javascript, python, java, mysql, restful apis",296
"Nabeul, Tunisia",Inetum · Full-time,sap functional consultant,sap,297
"El Mnihla, Ariana, Tunisia",Inetum · Full-time,consultant microsoft dynamics,"requirements gathering, process modeling, systems analysis, data mapping, user acceptance testing uat",299
"El Mnihla, Ariana, Tunisia",HLi Tunisie · Full-time,consultant microsoft dynamics 365,"java, python, c++, agile methodology, software design patterns",300
"El Mnihla, Ariana, Tunisia",JEAN LUTZ S.A · Full-time,developer,"javascript, python, java, mysql, restful apis, html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js, java, swift, react native, ios development, android development, ios, android, swift, kotlin, mobile app design, python, tensorflow, pytorch, natural language processing nlp, computer vision, react, angular, vue.js, html, css, python, java, node.js, restful apis, database design, blockchain architecture, smart contracts, solidity, web3.js, ethereum, react, angular, html5, css3, cross-browser compatibility, unity, c#, game design, game physics, game engine optimization, java, python, c++, agile methodology, software design patterns, .net, c#, agile methodology, software design patterns, apis, angular, agile methodology, software design patterns, apis, java, springboot, agile methodology, software design patterns, apis",301
"El Mnihla, Ariana, Tunisia",Alight MEA,sharepoint developer,"java, springboot, agile methodology, software design patterns, apis",302
"El Mnihla, Ariana, Tunisia",STEPS,coldfusion developer,"java, springboot, agile methodology, software design patterns, apis",303
Tunisia,PwC Technology Acceleration Center Tunisie · Full-time,communications manager,"risk management, security compliance, security governance, incident response, security architecture",304
Tunisia,Chez Maman Artisan Boulanger  · Full-time,marketing and communications junior manager,"search engine optimization seo, social media management, email marketing, content creation, analytics and reporting",305
Tunisia,Lydia Media | Agence Growth Hacking  · Apprenticeship,junior digital marketing specialist,"search engine optimization seo, social media management, email marketing, content creation, analytics and reporting",306
Tunisia,AquaBioTech Group · Internship,digital marketing intern,"search engine optimization seo, social media management, email marketing, content creation, analytics and reporting",307
Tunisia,NETINFO 3D,digital content manager,"search engine optimization seo, social media management, email marketing, content creation, analytics and reporting",308
"Ben Arous, Tunisia",TECHMARINE CHANTIER NAVAL MARINA GAMMARTH · Full-time,qse technician,"java, python, c++, agile methodology, software design patterns",309
Tunisia,PwC,audit it risk assurance and advisory services,"troubleshooting, customer service, hardware maintenance, software installation, remote support",310
Tunisia,EY · Internship,consultant innovation department,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",311
Tunisia,Cabinet Emna Behi Architecture,founder and manager,"risk management, security compliance, security governance, incident response, security architecture",312
Tunisia,Cabinet CAD,main architect,"enterprise architecture frameworks, business process modeling, it strategy, application architecture, data architecture",313
Tunisia,Cabinet Karim Gonzalez,trainee architect,"enterprise architecture frameworks, business process modeling, it strategy, application architecture, data architecture",314
Tunisia,The Team : Agile Management & Consulting,business analyst,"requirements gathering, process modeling, systems analysis, data mapping, user acceptance testing uat, requirements gathering, process mapping, agile methodology, project management, business intelligence bi, data warehousing, data mining, data visualization, sql, reporting tools, tableau, power bi, data warehousing, etl, business intelligence",315
